student_id,department,year,subject,month1_marks,month2_marks,month3_marks,model_marks,practicals_marks
166,ECE,3,Circuits,40.01,46.98,91.35,92.7,61.68
166,ECE,3,Electronics,82.81,73.47,93.4,65.55,84.07
166,ECE,3,Signals,43.49,61.79,93.01,74.64,64.39
166,ECE,3,Communication,46.61,78.69,75.47,65.57,97.55
166,ECE,3,Microprocessors,41.22,56.7,90.66,62.65,62.61
167,CHEM,4,Organic,69.38,85.31,45.67,96.87,89.75
167,CHEM,4,Inorganic,49.97,79.16,61.17,67.13,89.16
167,CHEM,4,Physical,92.95,46.97,63.13,71.45,68.82
167,CHEM,4,Analytical,59.98,42.87,77.7,68.99,59.74
167,CHEM,4,Industrial Chemistry,84.88,84.14,66.75,61.41,81.9
168,MECH,3,Thermodynamics,55.85,52.98,80.18,47.22,54.74
168,MECH,3,Manufacturing,40.37,48.41,43.79,99.77,64.44
168,MECH,3,Mechanics,48.21,53.25,91.49,73.61,68.24
168,MECH,3,CAD,88.04,61.72,58.43,56.4,68.89
168,MECH,3,Fluid Dynamics,57.42,77.25,55.93,76.75,53.29
169,BIO,1,Biology,50.52,62.41,91.53,65.75,83.2
169,BIO,1,Genetics,54.03,46.99,43.22,61.8,57.88
169,BIO,1,Biochemistry,49.57,81.84,40.87,75.68,68.97
169,BIO,1,Microbiology,67.86,70.96,57.24,61.23,86.67
169,BIO,1,Biotechnology,87.92,50.59,45.37,94.38,67.49
170,MATH,1,Algebra,70.32,59.77,46.92,77.41,76.26
170,MATH,1,Calculus,51.16,64.85,83.83,77.47,54.85
170,MATH,1,Statistics,70.14,78.65,83.6,79.6,57.63
170,MATH,1,Probability,79.06,77.25,41.34,67.65,66.65
170,MATH,1,Discrete Math,76.82,51.89,72.5,95.23,89.89
171,EEE,1,Machines,90.68,93.82,40.59,79.25,70.64
171,EEE,1,Circuits,87.29,53.85,93.96,78.75,89.68
171,EEE,1,Power Systems,44.71,50.09,81.71,46.21,90.84
171,EEE,1,Control,40.77,76.14,60.08,78.63,84.8
171,EEE,1,Measurements,58.84,45.94,43.83,77.39,76.03
172,MECH,4,Thermodynamics,80.82,68.04,63.23,66.89,51.32
172,MECH,4,Manufacturing,58.46,93.68,88.05,63.12,79.39
172,MECH,4,Mechanics,86.6,64.27,40.99,49.1,75.52
172,MECH,4,CAD,93.32,78.13,43.9,55.41,88.57
172,MECH,4,Fluid Dynamics,86.28,73.97,75.44,46.56,91.43
173,BIO,3,Biology,83.36,54.25,78.98,56.82,52.02
173,BIO,3,Genetics,51.06,49.82,58.58,68.01,75.43
173,BIO,3,Biochemistry,66.22,54.89,41.6,78.28,69.79
173,BIO,3,Microbiology,56.43,87.68,81.07,92.18,74.75
173,BIO,3,Biotechnology,47.2,78.29,51.33,69.27,53.25
174,BIO,4,Biology,85.39,46.93,89.67,92.53,73.23
174,BIO,4,Genetics,80.94,74.07,84.17,68.75,89.29
174,BIO,4,Biochemistry,65.44,91.75,66.75,70.44,89.25
174,BIO,4,Microbiology,85.19,70.5,49.89,70.73,98.4
174,BIO,4,Biotechnology,81.41,84.61,41.81,70.73,82.33
175,BIO,2,Biology,85.65,42.71,86.88,75.16,59.87
175,BIO,2,Genetics,57.45,55.51,69.2,47.84,57.93
175,BIO,2,Biochemistry,84.7,47.29,52.84,69.94,75.86
175,BIO,2,Microbiology,82.0,64.6,83.44,79.01,55.65
175,BIO,2,Biotechnology,48.6,64.04,61.83,85.89,79.04
176,CIVIL,3,Surveying,61.35,49.39,52.48,76.65,71.17
176,CIVIL,3,Structures,68.32,49.39,76.46,91.89,62.9
176,CIVIL,3,Concrete,67.03,93.65,58.33,77.73,54.51
176,CIVIL,3,Hydraulics,73.33,44.93,92.76,84.36,89.41
176,CIVIL,3,Construction,78.73,72.44,64.75,92.21,97.84
177,ECE,2,Circuits,67.45,91.23,72.08,74.61,72.72
177,ECE,2,Electronics,51.51,40.2,53.28,73.03,69.0
177,ECE,2,Signals,64.67,93.94,59.26,69.87,56.68
177,ECE,2,Communication,42.64,82.65,71.39,86.84,57.49
177,ECE,2,Microprocessors,71.45,53.95,52.54,45.63,56.52
178,CHEM,3,Organic,57.01,46.43,94.22,61.97,56.52
178,CHEM,3,Inorganic,50.95,72.32,43.52,92.43,98.07
178,CHEM,3,Physical,53.57,64.76,41.22,80.24,70.7
178,CHEM,3,Analytical,54.85,51.38,75.97,67.89,58.98
178,CHEM,3,Industrial Chemistry,77.9,71.08,87.23,51.46,89.28
179,MECH,3,Thermodynamics,77.04,46.33,78.22,69.29,97.25
179,MECH,3,Manufacturing,47.79,75.36,61.01,97.62,66.5
179,MECH,3,Mechanics,92.92,89.58,54.87,89.19,99.78
179,MECH,3,CAD,53.9,64.02,68.61,61.22,50.76
179,MECH,3,Fluid Dynamics,52.11,55.51,64.4,54.41,93.66
180,MECH,4,Thermodynamics,78.77,44.69,75.76,80.95,97.81
180,MECH,4,Manufacturing,40.17,53.64,91.03,96.27,86.03
180,MECH,4,Mechanics,82.12,45.03,68.26,57.74,59.06
180,MECH,4,CAD,84.57,47.43,65.78,96.62,59.29
180,MECH,4,Fluid Dynamics,93.79,94.69,70.56,54.36,65.81
181,CSE,2,Programming,63.35,57.01,55.43,98.47,57.67
181,CSE,2,Data Structures,80.33,40.02,72.79,95.38,64.4
181,CSE,2,DBMS,50.2,75.84,79.19,82.84,65.97
181,CSE,2,Networks,53.87,92.58,90.78,70.15,92.31
181,CSE,2,OS,64.88,63.34,48.62,68.45,76.87
182,ECE,4,Circuits,41.24,64.43,82.97,82.4,81.76
182,ECE,4,Electronics,90.03,40.99,70.64,88.3,77.07
182,ECE,4,Signals,57.81,47.49,88.82,70.89,93.91
182,ECE,4,Communication,72.22,77.08,84.23,81.25,69.9
182,ECE,4,Microprocessors,68.25,84.17,60.55,66.35,54.78
183,CSE,2,Programming,90.3,45.01,75.65,67.73,70.28
183,CSE,2,Data Structures,77.38,43.69,72.65,87.46,91.41
183,CSE,2,DBMS,49.38,89.36,76.09,93.5,74.26
183,CSE,2,Networks,69.81,90.55,89.5,69.65,63.72
183,CSE,2,OS,61.62,61.33,55.78,59.77,93.05
184,CIVIL,3,Surveying,43.84,77.27,49.51,63.95,53.08
184,CIVIL,3,Structures,54.85,82.26,88.68,57.18,73.18
184,CIVIL,3,Concrete,65.87,88.05,81.95,73.22,83.54
184,CIVIL,3,Hydraulics,86.6,40.52,62.16,94.9,87.02
184,CIVIL,3,Construction,69.86,69.13,59.13,73.63,82.77
185,ECE,1,Circuits,63.01,79.28,87.37,53.51,72.58
185,ECE,1,Electronics,62.44,77.81,53.74,80.21,93.87
185,ECE,1,Signals,63.0,90.11,94.62,50.84,61.65
185,ECE,1,Communication,92.27,92.71,45.37,45.82,58.06
185,ECE,1,Microprocessors,94.78,49.9,67.64,91.66,51.02
186,BIO,4,Biology,73.25,55.24,87.43,60.59,84.34
186,BIO,4,Genetics,77.08,52.18,41.91,67.51,64.46
186,BIO,4,Biochemistry,84.49,84.02,65.14,78.36,80.21
186,BIO,4,Microbiology,85.49,63.38,55.15,59.58,76.81
186,BIO,4,Biotechnology,64.7,64.21,45.01,84.52,60.69
187,MECH,3,Thermodynamics,50.83,62.7,52.53,77.11,68.57
187,MECH,3,Manufacturing,64.69,69.54,51.19,53.57,94.02
187,MECH,3,Mechanics,63.85,62.67,41.96,72.39,77.71
187,MECH,3,CAD,70.74,78.89,49.76,58.87,90.54
187,MECH,3,Fluid Dynamics,92.09,47.48,67.37,56.78,53.0
188,EEE,2,Machines,57.9,47.9,79.05,74.35,57.19
188,EEE,2,Circuits,40.51,84.45,49.69,78.34,66.85
188,EEE,2,Power Systems,72.2,57.36,44.78,57.26,59.4
188,EEE,2,Control,63.54,76.21,54.51,45.66,75.95
188,EEE,2,Measurements,73.32,92.96,72.42,70.91,78.67
189,ECE,3,Circuits,91.03,85.56,57.76,58.05,63.13
189,ECE,3,Electronics,67.74,80.92,67.68,48.73,86.18
189,ECE,3,Signals,84.33,55.92,76.53,68.46,94.46
189,ECE,3,Communication,86.49,68.9,78.03,93.58,74.79
189,ECE,3,Microprocessors,57.23,81.45,52.1,66.37,93.29
190,BIO,4,Biology,79.84,62.21,51.81,64.58,64.21
190,BIO,4,Genetics,49.68,80.88,53.86,69.98,69.29
190,BIO,4,Biochemistry,94.01,61.51,44.4,49.94,79.54
190,BIO,4,Microbiology,72.96,63.03,63.75,47.97,75.83
190,BIO,4,Biotechnology,67.76,48.23,45.71,51.8,55.05
191,CIVIL,4,Surveying,73.53,50.81,53.83,54.55,97.89
191,CIVIL,4,Structures,87.0,52.68,58.02,56.54,74.59
191,CIVIL,4,Concrete,41.08,76.93,68.77,94.43,58.22
191,CIVIL,4,Hydraulics,84.23,83.56,46.99,66.92,58.51
191,CIVIL,4,Construction,54.01,54.48,70.59,67.63,97.39
192,MATH,1,Algebra,46.95,93.55,52.69,87.51,66.95
192,MATH,1,Calculus,47.87,87.18,56.99,81.24,78.32
192,MATH,1,Statistics,65.95,67.27,80.27,49.83,83.41
192,MATH,1,Probability,89.27,43.18,47.74,84.41,71.86
192,MATH,1,Discrete Math,62.2,47.53,67.87,51.96,73.83
193,ECE,4,Circuits,82.0,54.2,66.44,99.56,84.33
193,ECE,4,Electronics,86.27,62.82,82.23,47.23,56.15
193,ECE,4,Signals,51.17,62.11,86.52,64.04,82.73
193,ECE,4,Communication,79.01,72.24,59.65,76.74,67.11
193,ECE,4,Microprocessors,44.61,94.6,47.0,48.98,93.93
194,ECE,3,Circuits,56.6,75.77,58.1,66.53,63.11
194,ECE,3,Electronics,58.87,62.59,79.62,73.13,97.18
194,ECE,3,Signals,42.3,67.67,72.13,95.61,52.46
194,ECE,3,Communication,71.54,86.95,53.31,93.2,50.95
194,ECE,3,Microprocessors,80.29,91.32,76.15,69.15,52.24
195,MATH,4,Algebra,90.61,65.87,41.59,82.94,74.09
195,MATH,4,Calculus,46.84,51.78,43.55,76.59,81.1
195,MATH,4,Statistics,67.82,84.94,87.36,78.86,50.64
195,MATH,4,Probability,78.24,62.99,71.11,80.7,67.51
195,MATH,4,Discrete Math,90.44,47.37,76.93,45.24,96.23
196,EEE,2,Machines,46.19,45.22,58.32,65.55,60.72
196,EEE,2,Circuits,72.18,64.36,41.88,62.58,90.52
196,EEE,2,Power Systems,77.93,79.87,78.4,62.1,54.98
196,EEE,2,Control,54.99,85.75,93.93,72.16,50.49
196,EEE,2,Measurements,47.7,57.71,71.82,49.13,97.17
197,CIVIL,4,Surveying,60.08,90.19,82.93,86.55,80.34
197,CIVIL,4,Structures,74.47,75.09,74.58,75.46,99.32
197,CIVIL,4,Concrete,80.28,82.73,87.99,56.86,54.19
197,CIVIL,4,Hydraulics,66.56,68.27,85.6,69.41,78.54
197,CIVIL,4,Construction,68.99,42.1,73.84,90.54,57.88
198,CHEM,4,Organic,72.69,72.65,49.03,51.79,99.0
198,CHEM,4,Inorganic,61.65,52.51,49.42,81.72,80.47
198,CHEM,4,Physical,75.4,44.84,89.14,66.41,65.67
198,CHEM,4,Analytical,65.43,61.45,87.5,96.11,65.17
198,CHEM,4,Industrial Chemistry,87.52,82.98,91.19,58.52,78.85
199,MATH,3,Algebra,55.1,85.33,40.29,76.07,66.96
199,MATH,3,Calculus,57.75,75.47,86.83,78.51,92.66
199,MATH,3,Statistics,54.55,68.57,64.78,45.64,77.84
199,MATH,3,Probability,76.38,72.56,80.5,76.42,53.34
199,MATH,3,Discrete Math,46.4,72.81,55.12,49.38,71.48
200,BIO,4,Biology,70.49,58.08,79.62,80.41,66.64
200,BIO,4,Genetics,81.52,75.68,75.06,75.44,50.57
200,BIO,4,Biochemistry,78.31,60.68,91.84,89.99,79.38
200,BIO,4,Microbiology,53.87,51.2,58.72,71.21,64.8
200,BIO,4,Biotechnology,68.32,49.1,93.77,50.94,96.6
201,CIVIL,2,Surveying,90.25,68.89,79.87,68.98,81.5
201,CIVIL,2,Structures,58.73,56.56,71.8,72.4,78.98
201,CIVIL,2,Concrete,55.77,60.18,44.61,47.88,62.67
201,CIVIL,2,Hydraulics,44.08,45.71,84.71,47.14,82.95
201,CIVIL,2,Construction,54.99,87.94,66.67,61.81,75.88
202,CIVIL,3,Surveying,61.01,71.04,46.3,99.83,71.28
202,CIVIL,3,Structures,59.15,79.06,60.01,90.83,72.71
202,CIVIL,3,Concrete,79.58,45.91,86.54,85.46,60.59
202,CIVIL,3,Hydraulics,47.99,57.4,93.68,59.13,72.81
202,CIVIL,3,Construction,41.65,61.85,71.42,97.42,75.84
203,EEE,2,Machines,85.05,70.09,42.24,62.33,78.78
203,EEE,2,Circuits,92.28,87.25,52.56,57.11,60.06
203,EEE,2,Power Systems,90.74,86.9,82.62,66.6,75.22
203,EEE,2,Control,65.54,53.94,67.78,46.68,56.59
203,EEE,2,Measurements,88.76,81.34,63.26,73.44,68.5
204,EEE,2,Machines,80.74,83.13,81.98,84.74,60.23
204,EEE,2,Circuits,58.59,65.84,58.19,86.52,66.47
204,EEE,2,Power Systems,47.6,61.95,93.9,57.42,80.61
204,EEE,2,Control,63.81,43.91,66.83,83.62,75.66
204,EEE,2,Measurements,87.97,55.89,44.74,96.51,68.91
205,MATH,3,Algebra,71.7,83.56,57.84,84.39,56.77
205,MATH,3,Calculus,56.02,47.96,84.62,57.25,85.87
205,MATH,3,Statistics,91.88,69.03,69.7,70.36,66.29
205,MATH,3,Probability,66.16,73.15,94.23,96.58,93.11
205,MATH,3,Discrete Math,88.9,65.73,76.16,94.23,69.65
206,MATH,1,Algebra,92.9,62.87,73.06,84.04,97.53
206,MATH,1,Calculus,53.45,81.04,68.64,59.77,88.83
206,MATH,1,Statistics,70.37,76.35,57.76,71.47,80.87
206,MATH,1,Probability,62.27,50.91,92.89,73.13,86.7
206,MATH,1,Discrete Math,62.61,59.53,62.39,67.51,77.21
207,CSE,1,Programming,69.89,67.34,47.41,72.28,58.46
207,CSE,1,Data Structures,46.94,91.3,73.27,81.27,70.09
207,CSE,1,DBMS,89.99,75.09,82.3,65.27,98.0
207,CSE,1,Networks,85.13,86.97,49.47,59.9,64.28
207,CSE,1,OS,54.9,87.05,41.75,49.19,63.7
208,MATH,2,Algebra,50.99,52.75,83.89,75.97,50.29
208,MATH,2,Calculus,63.61,62.43,46.27,82.19,85.1
208,MATH,2,Statistics,79.65,80.07,40.0,97.47,90.71
208,MATH,2,Probability,89.72,40.86,91.36,89.54,91.86
208,MATH,2,Discrete Math,45.13,80.63,92.8,82.32,78.53
209,MATH,3,Algebra,92.01,64.36,72.96,71.2,96.64
209,MATH,3,Calculus,44.18,67.56,77.78,88.55,79.15
209,MATH,3,Statistics,89.99,91.81,43.54,67.13,51.17
209,MATH,3,Probability,58.12,69.53,90.09,91.56,56.37
209,MATH,3,Discrete Math,45.12,72.41,69.27,59.65,94.97
210,CSE,3,Programming,91.01,62.14,88.97,66.12,86.84
210,CSE,3,Data Structures,66.18,46.74,91.04,69.98,86.72
210,CSE,3,DBMS,60.19,41.04,45.53,72.29,84.5
210,CSE,3,Networks,58.41,78.25,78.42,83.72,74.63
210,CSE,3,OS,90.32,66.91,64.76,55.97,65.38
211,ECE,3,Circuits,42.33,74.84,53.67,61.73,88.54
211,ECE,3,Electronics,58.0,53.32,49.3,87.62,56.49
211,ECE,3,Signals,64.96,67.88,77.81,79.83,90.54
211,ECE,3,Communication,42.46,56.3,55.41,53.03,64.46
211,ECE,3,Microprocessors,57.04,68.7,76.5,65.96,85.97
212,CSE,2,Programming,58.49,55.97,69.77,46.3,53.99
212,CSE,2,Data Structures,62.99,91.86,79.68,49.85,92.32
212,CSE,2,DBMS,80.28,73.6,85.12,67.23,61.08
212,CSE,2,Networks,68.16,70.19,69.61,76.08,97.44
212,CSE,2,OS,89.62,88.16,84.08,96.89,54.92
213,CIVIL,3,Surveying,54.58,67.23,86.56,72.78,87.4
213,CIVIL,3,Structures,47.64,53.88,80.25,54.06,67.57
213,CIVIL,3,Concrete,54.57,59.24,78.96,65.23,77.76
213,CIVIL,3,Hydraulics,45.5,84.28,60.34,80.67,86.27
213,CIVIL,3,Construction,51.53,88.66,73.89,68.58,59.12
214,CHEM,2,Organic,91.83,81.53,51.44,63.57,90.48
214,CHEM,2,Inorganic,78.26,82.12,64.27,84.41,69.32
214,CHEM,2,Physical,51.62,74.8,93.68,62.08,73.05
214,CHEM,2,Analytical,77.07,69.78,86.39,86.9,52.91
214,CHEM,2,Industrial Chemistry,94.91,81.38,87.51,80.82,92.81
215,CIVIL,4,Surveying,46.18,59.13,88.2,56.09,53.91
215,CIVIL,4,Structures,83.35,85.95,48.95,91.99,84.34
215,CIVIL,4,Concrete,68.6,85.66,63.06,55.67,64.24
215,CIVIL,4,Hydraulics,67.78,69.22,84.31,88.52,79.07
215,CIVIL,4,Construction,82.94,50.55,42.75,93.05,53.78
216,ECE,4,Circuits,53.57,78.24,62.52,93.2,64.9
216,ECE,4,Electronics,40.65,56.54,71.79,65.68,76.74
216,ECE,4,Signals,88.21,90.19,54.63,70.42,77.46
216,ECE,4,Communication,92.2,94.92,52.95,84.98,68.9
216,ECE,4,Microprocessors,40.45,40.51,65.33,71.86,51.13
217,MECH,3,Thermodynamics,77.78,56.17,70.79,61.55,58.36
217,MECH,3,Manufacturing,62.39,52.78,69.41,55.94,75.42
217,MECH,3,Mechanics,48.66,76.9,81.47,51.07,73.39
217,MECH,3,CAD,43.9,72.9,54.54,74.02,75.87
217,MECH,3,Fluid Dynamics,90.84,70.2,72.06,67.09,97.45
218,MATH,3,Algebra,82.75,55.7,86.43,68.78,91.43
218,MATH,3,Calculus,85.26,50.39,78.56,60.99,64.87
218,MATH,3,Statistics,56.3,79.91,52.64,45.05,85.76
218,MATH,3,Probability,49.42,45.75,53.06,65.89,73.8
218,MATH,3,Discrete Math,42.45,93.38,79.38,62.78,65.93
219,BIO,1,Biology,64.67,74.44,48.05,55.39,92.97
219,BIO,1,Genetics,54.09,60.91,87.92,81.47,67.09
219,BIO,1,Biochemistry,77.6,41.08,80.46,71.79,90.66
219,BIO,1,Microbiology,92.51,90.92,90.01,73.17,68.01
219,BIO,1,Biotechnology,65.58,77.94,88.62,56.38,95.91
220,ECE,3,Circuits,84.83,93.84,88.41,60.4,55.3
220,ECE,3,Electronics,46.17,56.02,73.78,89.24,94.96
220,ECE,3,Signals,74.31,40.31,50.25,50.48,68.17
220,ECE,3,Communication,67.57,42.39,59.17,54.85,82.35
220,ECE,3,Microprocessors,65.53,67.24,63.52,97.58,60.74
221,CIVIL,3,Surveying,68.42,80.48,70.63,96.1,68.9
221,CIVIL,3,Structures,65.5,44.87,73.49,60.85,58.02
221,CIVIL,3,Concrete,69.95,69.28,44.17,83.4,81.19
221,CIVIL,3,Hydraulics,50.4,65.82,79.62,74.12,69.77
221,CIVIL,3,Construction,57.73,73.57,91.65,81.95,53.74
222,MECH,3,Thermodynamics,65.34,89.0,45.2,99.39,97.45
222,MECH,3,Manufacturing,44.31,91.34,59.97,91.46,70.92
222,MECH,3,Mechanics,64.25,74.88,82.6,46.86,79.66
222,MECH,3,CAD,50.27,59.03,59.14,70.8,66.71
222,MECH,3,Fluid Dynamics,45.9,48.01,41.84,70.86,97.72
223,CIVIL,1,Surveying,46.36,92.04,80.33,80.06,82.26
223,CIVIL,1,Structures,85.47,45.88,67.76,83.34,79.34
223,CIVIL,1,Concrete,85.8,43.97,77.99,74.37,68.96
223,CIVIL,1,Hydraulics,58.72,74.15,89.0,72.29,91.24
223,CIVIL,1,Construction,62.12,45.63,43.38,47.82,69.01
224,MECH,3,Thermodynamics,58.55,79.49,80.86,47.8,61.06
224,MECH,3,Manufacturing,55.08,70.12,47.95,52.37,97.19
224,MECH,3,Mechanics,84.23,49.94,62.36,64.56,89.55
224,MECH,3,CAD,68.06,47.03,80.64,66.83,63.15
224,MECH,3,Fluid Dynamics,60.65,67.38,58.87,58.3,69.93
225,MECH,1,Thermodynamics,41.05,82.49,49.4,47.41,82.68
225,MECH,1,Manufacturing,82.57,84.76,67.14,56.3,86.86
225,MECH,1,Mechanics,78.48,53.54,89.69,50.74,99.13
225,MECH,1,CAD,87.31,77.83,91.63,84.73,59.52
225,MECH,1,Fluid Dynamics,64.32,43.93,61.43,85.79,69.32
226,BIO,2,Biology,58.17,72.74,87.97,47.62,69.27
226,BIO,2,Genetics,48.7,78.24,45.81,81.56,64.31
226,BIO,2,Biochemistry,50.94,91.5,41.02,69.08,51.08
226,BIO,2,Microbiology,66.6,67.56,57.69,52.27,68.82
226,BIO,2,Biotechnology,76.97,83.03,69.19,77.44,60.03
227,MECH,1,Thermodynamics,55.8,48.9,53.71,57.37,75.97
227,MECH,1,Manufacturing,70.95,91.97,50.76,80.29,90.86
227,MECH,1,Mechanics,70.81,54.03,54.44,47.16,65.27
227,MECH,1,CAD,80.95,42.61,52.06,83.84,89.13
227,MECH,1,Fluid Dynamics,65.04,78.39,61.34,53.8,69.91
228,EEE,4,Machines,71.9,92.14,43.78,72.91,66.45
228,EEE,4,Circuits,67.96,41.32,57.22,90.09,77.7
228,EEE,4,Power Systems,64.78,55.7,56.39,66.07,91.78
228,EEE,4,Control,93.2,64.13,61.63,91.56,71.35
228,EEE,4,Measurements,70.36,52.7,80.89,74.26,90.45
229,EEE,3,Machines,82.94,51.83,79.36,89.0,67.31
229,EEE,3,Circuits,49.49,40.14,64.8,64.38,77.75
229,EEE,3,Power Systems,50.34,87.28,54.18,57.45,74.04
229,EEE,3,Control,67.44,51.83,54.95,54.33,85.92
229,EEE,3,Measurements,82.35,65.43,79.27,85.48,56.91
230,EEE,3,Machines,93.14,85.16,51.25,55.24,56.28
230,EEE,3,Circuits,47.61,81.15,65.83,88.06,87.31
230,EEE,3,Power Systems,73.25,77.75,41.01,62.15,81.89
230,EEE,3,Control,40.51,41.81,86.85,82.62,63.27
230,EEE,3,Measurements,77.84,83.59,56.87,46.98,96.64
231,CIVIL,1,Surveying,58.98,45.86,67.05,87.27,61.08
231,CIVIL,1,Structures,54.82,53.35,94.54,55.86,78.78
231,CIVIL,1,Concrete,90.89,48.08,93.4,97.11,94.23
231,CIVIL,1,Hydraulics,51.8,74.87,81.85,99.23,59.02
231,CIVIL,1,Construction,82.13,58.63,49.66,68.18,89.69
232,MECH,4,Thermodynamics,65.57,69.56,94.73,66.95,80.77
232,MECH,4,Manufacturing,60.09,61.6,78.26,96.58,77.12
232,MECH,4,Mechanics,82.26,44.91,51.61,72.62,51.0
232,MECH,4,CAD,53.91,68.46,40.82,59.55,75.7
232,MECH,4,Fluid Dynamics,71.52,90.92,75.49,67.81,96.52
233,MATH,2,Algebra,83.17,51.0,47.2,82.17,77.99
233,MATH,2,Calculus,83.43,80.63,74.39,99.25,76.68
233,MATH,2,Statistics,46.22,85.56,53.85,87.75,97.86
233,MATH,2,Probability,78.32,72.78,65.32,65.04,67.65
233,MATH,2,Discrete Math,75.0,81.32,77.32,55.91,74.7
234,MECH,3,Thermodynamics,83.54,66.16,69.51,87.41,83.06
234,MECH,3,Manufacturing,62.51,89.25,48.94,99.75,55.94
234,MECH,3,Mechanics,40.82,88.95,53.47,85.13,90.55
234,MECH,3,CAD,87.24,94.54,56.17,84.06,55.77
234,MECH,3,Fluid Dynamics,62.37,86.64,60.22,77.51,75.19
235,MATH,3,Algebra,75.53,93.51,43.07,76.57,93.15
235,MATH,3,Calculus,66.48,44.32,70.83,63.26,57.75
235,MATH,3,Statistics,86.7,68.69,91.33,89.33,84.65
235,MATH,3,Probability,40.28,63.53,50.86,95.09,58.73
235,MATH,3,Discrete Math,55.73,68.43,54.48,56.54,79.95
236,MATH,1,Algebra,44.89,43.2,60.47,84.64,77.74
236,MATH,1,Calculus,63.26,71.12,60.1,96.49,52.75
236,MATH,1,Statistics,77.04,89.02,84.21,55.12,64.8
236,MATH,1,Probability,79.44,44.63,84.65,84.54,86.48
236,MATH,1,Discrete Math,45.51,79.48,77.39,90.7,52.08
237,ECE,4,Circuits,41.27,60.52,48.18,75.71,95.87
237,ECE,4,Electronics,61.53,86.47,40.01,54.27,51.52
237,ECE,4,Signals,58.05,89.95,45.33,78.35,72.57
237,ECE,4,Communication,91.62,46.74,51.66,46.62,71.7
237,ECE,4,Microprocessors,55.28,87.84,73.27,78.77,76.6
238,EEE,4,Machines,45.05,64.48,94.97,90.94,94.67
238,EEE,4,Circuits,85.28,45.67,52.51,45.17,65.18
238,EEE,4,Power Systems,45.97,66.0,77.24,93.1,87.46
238,EEE,4,Control,91.62,42.96,40.67,81.37,64.47
238,EEE,4,Measurements,53.94,58.2,54.84,73.13,72.01
239,EEE,1,Machines,68.18,77.0,61.29,58.82,58.31
239,EEE,1,Circuits,59.22,80.8,81.62,81.68,61.7
239,EEE,1,Power Systems,72.34,71.39,66.63,75.25,74.59
239,EEE,1,Control,71.1,79.35,46.03,86.23,56.79
239,EEE,1,Measurements,43.66,93.68,92.63,48.32,72.16
240,MATH,4,Algebra,50.24,66.69,85.66,97.28,81.71
240,MATH,4,Calculus,59.46,73.18,57.16,95.04,93.52
240,MATH,4,Statistics,70.7,57.86,56.14,46.84,90.79
240,MATH,4,Probability,64.77,57.88,65.91,90.03,56.23
240,MATH,4,Discrete Math,87.17,89.36,92.07,66.86,60.86
241,MECH,1,Thermodynamics,60.55,58.31,49.69,78.4,73.83
241,MECH,1,Manufacturing,87.61,41.77,75.41,86.96,87.97
241,MECH,1,Mechanics,88.73,80.1,91.03,63.3,75.16
241,MECH,1,CAD,40.77,40.38,53.21,50.54,63.01
241,MECH,1,Fluid Dynamics,49.74,41.57,90.01,45.45,86.8
242,MECH,1,Thermodynamics,48.37,90.17,89.1,80.96,83.61
242,MECH,1,Manufacturing,40.29,94.17,88.28,94.23,82.96
242,MECH,1,Mechanics,58.96,89.15,56.03,75.95,54.99
242,MECH,1,CAD,90.71,47.74,52.37,75.7,88.2
242,MECH,1,Fluid Dynamics,74.06,52.77,40.05,86.64,99.26
243,MECH,3,Thermodynamics,84.55,65.31,89.71,67.54,76.25
243,MECH,3,Manufacturing,66.24,64.62,82.64,73.97,65.84
243,MECH,3,Mechanics,54.2,42.08,72.08,57.65,57.41
243,MECH,3,CAD,75.96,77.47,81.37,72.7,94.7
243,MECH,3,Fluid Dynamics,91.5,84.41,74.96,61.7,99.15
244,ECE,4,Circuits,55.08,51.15,64.32,48.13,98.92
244,ECE,4,Electronics,72.36,70.63,76.07,72.34,51.6
244,ECE,4,Signals,73.68,79.39,62.92,86.65,61.35
244,ECE,4,Communication,52.17,48.88,60.46,91.59,91.4
244,ECE,4,Microprocessors,61.06,72.4,79.64,58.27,58.41
245,CIVIL,2,Surveying,93.47,73.97,93.98,63.58,85.15
245,CIVIL,2,Structures,52.24,54.37,68.15,62.58,58.38
245,CIVIL,2,Concrete,54.46,41.97,78.74,72.07,54.71
245,CIVIL,2,Hydraulics,49.44,45.64,73.69,50.18,87.71
245,CIVIL,2,Construction,41.13,53.72,88.99,84.52,53.65
246,EEE,2,Machines,85.16,67.12,86.57,78.04,84.09
246,EEE,2,Circuits,94.64,52.78,74.32,70.32,51.97
246,EEE,2,Power Systems,40.8,46.56,75.7,76.19,77.67
246,EEE,2,Control,41.75,65.81,90.85,66.87,81.25
246,EEE,2,Measurements,82.89,83.12,68.56,92.19,69.57
247,CIVIL,1,Surveying,88.88,53.21,55.41,47.92,89.78
247,CIVIL,1,Structures,62.94,52.6,52.75,94.58,91.7
247,CIVIL,1,Concrete,70.44,73.89,66.09,66.54,95.77
247,CIVIL,1,Hydraulics,46.91,63.01,58.95,72.4,72.88
247,CIVIL,1,Construction,68.54,47.7,68.22,58.33,59.22
248,MATH,2,Algebra,43.57,81.95,63.51,79.47,86.38
248,MATH,2,Calculus,77.36,65.88,61.33,65.68,82.0
248,MATH,2,Statistics,67.21,86.7,88.11,54.38,56.81
