date,month,weekday,holiday_flag,special_event,time_slot_code,time_slot,item,category,qty_sold,price_inr,temp_c,weather_condition,promotion_flag,footfall,previous_day_qty
2025-03-25,3,1,0,None,1,Lunch,Idli,Snack,26,650,21.5,Sunny,0,641,74
2025-03-25,3,1,0,None,2,Dinner,Idli,Snack,37,925,21.5,Sunny,1,641,26
2025-03-26,3,2,0,None,0,Breakfast,Idli,Snack,97,2425,31.7,Cloudy,0,650,37
2025-03-26,3,2,0,None,1,Lunch,Idli,Snack,17,425,31.7,Cloudy,1,650,97
2025-03-26,3,2,0,None,2,Dinner,Idli,Snack,29,725,31.7,Cloudy,0,650,17
2025-03-27,3,3,0,None,0,Breakfast,Idli,Snack,82,2050,23.5,Cloudy,0,589,29
2025-03-27,3,3,0,None,1,Lunch,Idli,Snack,12,300,23.5,Cloudy,0,589,82
2025-03-27,3,3,0,None,2,Dinner,Idli,Snack,20,500,23.5,Cloudy,0,589,12
2025-03-28,3,4,0,None,0,Breakfast,Idli,Snack,126,3150,21.7,Cloudy,0,639,20
2025-03-28,3,4,0,None,1,Lunch,Idli,Snack,16,400,21.7,Cloudy,0,639,126
2025-03-28,3,4,0,None,2,Dinner,Idli,Snack,16,400,21.7,Cloudy,0,639,16
2025-03-29,3,5,1,None,0,Breakfast,Idli,Snack,50,1250,25.7,Sunny,0,272,16
2025-03-29,3,5,1,None,1,Lunch,Idli,Snack,15,375,25.7,Sunny,0,272,50
2025-03-29,3,5,1,None,2,Dinner,Idli,Snack,5,125,25.7,Sunny,0,272,15
2025-03-30,3,6,1,Sports Day,0,Breakfast,Idli,Snack,49,1225,23.5,Sunny,0,188,5
2025-03-30,3,6,1,Sports Day,1,Lunch,Idli,Snack,6,150,23.5,Sunny,0,188,49
2025-03-30,3,6,1,Sports Day,2,Dinner,Idli,Snack,13,325,23.5,Sunny,1,188,6
2025-03-31,3,0,0,Cultural Fest,0,Breakfast,Idli,Snack,111,2775,25.035953714129725,Rainy,0,458,13
2025-03-31,3,0,0,Cultural Fest,1,Lunch,Idli,Snack,53,1325,25.035953714129725,Rainy,0,458,111
2025-03-31,3,0,0,Cultural Fest,2,Dinner,Idli,Snack,11,275,25.035953714129725,Rainy,0,458,53
2025-04-01,4,1,0,None,0,Breakfast,Idli,Snack,154,3850,22.4,Sunny,0,745,11
2025-04-01,4,1,0,None,1,Lunch,Idli,Snack,21,525,22.4,Sunny,0,745,154
2025-04-01,4,1,0,None,2,Dinner,Idli,Snack,34,850,22.4,Sunny,1,745,21
2025-04-02,4,2,0,None,0,Breakfast,Idli,Snack,87,2175,26.5,Sunny,0,700,34
2025-04-02,4,2,0,None,1,Lunch,Idli,Snack,21,525,26.5,Sunny,0,700,87
2025-04-02,4,2,0,None,2,Dinner,Idli,Snack,30,750,26.5,Sunny,0,700,21
2025-04-03,4,3,0,Sports Day,0,Breakfast,Idli,Snack,199,4975,20.3,Sunny,0,797,30
2025-04-03,4,3,0,Sports Day,1,Lunch,Idli,Snack,21,525,20.3,Sunny,0,797,199
2025-04-03,4,3,0,Sports Day,2,Dinner,Idli,Snack,14,350,20.3,Sunny,0,797,21
2025-04-04,4,4,0,Cultural Fest,0,Breakfast,Idli,Snack,96,2400,33.4,Sunny,0,403,14
2025-04-04,4,4,0,Cultural Fest,1,Lunch,Idli,Snack,32,800,33.4,Sunny,0,403,96
2025-04-04,4,4,0,Cultural Fest,2,Dinner,Idli,Snack,30,750,33.4,Sunny,0,403,32
2025-04-05,4,5,1,Tech Meet,0,Breakfast,Idli,Snack,44,1100,31.5,Sunny,0,284,30
2025-04-05,4,5,1,Tech Meet,1,Lunch,Idli,Snack,8,200,31.5,Sunny,0,284,44
2025-04-05,4,5,1,Tech Meet,2,Dinner,Idli,Snack,13,325,31.5,Sunny,0,284,8
2025-04-06,4,6,1,None,0,Breakfast,Idli,Snack,37,925,20.5,Sunny,0,331,13
2025-04-06,4,6,1,None,1,Lunch,Idli,Snack,8,200,20.5,Sunny,0,331,37
2025-04-06,4,6,1,None,2,Dinner,Idli,Snack,22,550,20.5,Sunny,0,331,8
2025-04-07,4,0,0,None,0,Breakfast,Idli,Snack,38,950,27.6,Sunny,0,489,22
2025-04-07,4,0,0,None,1,Lunch,Idli,Snack,29,725,27.6,Sunny,0,489,38
2025-04-07,4,0,0,None,2,Dinner,Idli,Snack,16,400,27.6,Sunny,0,489,29
2025-04-08,4,1,0,None,0,Breakfast,Idli,Snack,45,1125,27.920994456234602,Rainy,0,509,16
2025-04-08,4,1,0,None,1,Lunch,Idli,Snack,27,675,27.920994456234602,Rainy,0,509,45
2025-04-08,4,1,0,None,2,Dinner,Idli,Snack,13,325,27.920994456234602,Rainy,0,509,27
2025-04-09,4,2,0,Tech Meet,0,Breakfast,Idli,Snack,74,1850,30.9,Cloudy,0,769,13
2025-04-09,4,2,0,Tech Meet,1,Lunch,Idli,Snack,46,1150,30.9,Cloudy,1,769,74
2025-04-09,4,2,0,Tech Meet,2,Dinner,Idli,Snack,41,1025,30.9,Cloudy,0,769,46
2025-04-10,4,3,0,None,0,Breakfast,Idli,Snack,40,1000,22.4,Sunny,0,499,41
2025-04-10,4,3,0,None,1,Lunch,Idli,Snack,8,200,22.4,Sunny,0,499,40
2025-04-10,4,3,0,None,2,Dinner,Idli,Snack,21,525,22.4,Sunny,0,499,8
2025-04-11,4,4,0,None,0,Breakfast,Idli,Snack,64,1600,32.0,Sunny,0,489,21
2025-04-11,4,4,0,None,1,Lunch,Idli,Snack,10,250,32.0,Sunny,0,489,64
2025-04-11,4,4,0,None,2,Dinner,Idli,Snack,27,675,32.0,Sunny,0,489,10
2025-04-12,4,5,1,None,0,Breakfast,Idli,Snack,76,1900,24.1,Sunny,1,446,27
2025-04-12,4,5,1,None,1,Lunch,Idli,Snack,29,725,24.1,Sunny,0,446,76
2025-04-12,4,5,1,None,2,Dinner,Idli,Snack,8,200,24.1,Sunny,0,446,29
2025-04-13,4,6,1,None,0,Breakfast,Idli,Snack,34,850,29.7,Sunny,0,474,8
2025-04-13,4,6,1,None,1,Lunch,Idli,Snack,20,500,29.7,Sunny,0,474,34
2025-04-13,4,6,1,None,2,Dinner,Idli,Snack,8,200,29.7,Sunny,0,474,20
2025-04-14,4,0,0,None,0,Breakfast,Idli,Snack,96,2400,33.3,Cloudy,0,606,8
2025-04-14,4,0,0,None,1,Lunch,Idli,Snack,12,300,33.3,Cloudy,0,606,96
2025-04-14,4,0,0,None,2,Dinner,Idli,Snack,24,600,33.3,Cloudy,0,606,12
2025-04-15,4,1,0,None,0,Breakfast,Idli,Snack,81,2025,24.2,Sunny,0,744,24
2025-04-15,4,1,0,None,1,Lunch,Idli,Snack,33,825,24.2,Sunny,0,744,81
2025-04-15,4,1,0,None,2,Dinner,Idli,Snack,37,925,24.2,Sunny,0,744,33
2025-04-16,4,2,0,Cultural Fest,0,Breakfast,Idli,Snack,109,2725,24.4,Cloudy,0,548,37
2025-04-16,4,2,0,Cultural Fest,1,Lunch,Idli,Snack,34,850,24.4,Cloudy,0,548,109
2025-04-16,4,2,0,Cultural Fest,2,Dinner,Idli,Snack,18,450,24.4,Cloudy,1,548,34
2025-04-17,4,3,0,Sports Day,0,Breakfast,Idli,Snack,135,3375,32.0,Cloudy,0,653,18
2025-04-17,4,3,0,Sports Day,1,Lunch,Idli,Snack,50,1250,32.0,Cloudy,0,653,135
2025-04-17,4,3,0,Sports Day,2,Dinner,Idli,Snack,57,1425,32.0,Cloudy,1,653,50
2025-04-18,4,4,0,None,0,Breakfast,Idli,Snack,79,1975,22.9,Sunny,0,470,57
2025-04-18,4,4,0,None,1,Lunch,Idli,Snack,8,200,22.9,Sunny,0,470,79
2025-04-18,4,4,0,None,2,Dinner,Idli,Snack,14,350,22.9,Sunny,0,470,8
2025-04-19,4,5,1,Tech Meet,0,Breakfast,Idli,Snack,37,925,30.1,Sunny,0,194,14
2025-04-19,4,5,1,Tech Meet,1,Lunch,Idli,Snack,13,325,30.1,Sunny,0,194,37
2025-04-19,4,5,1,Tech Meet,2,Dinner,Idli,Snack,13,325,30.1,Sunny,1,194,13
2025-04-20,4,6,1,None,0,Breakfast,Idli,Snack,54,1350,20.2,Sunny,0,329,13
2025-04-20,4,6,1,None,1,Lunch,Idli,Snack,13,325,20.2,Sunny,0,329,54
2025-04-20,4,6,1,None,2,Dinner,Idli,Snack,5,125,20.2,Sunny,0,329,13
2025-04-21,4,0,0,None,0,Breakfast,Idli,Snack,71,1775,29.9,Sunny,0,685,5
2025-04-21,4,0,0,None,1,Lunch,Idli,Snack,44,1100,29.9,Sunny,0,685,71
2025-04-21,4,0,0,None,2,Dinner,Idli,Snack,23,575,29.9,Sunny,0,685,44
2025-04-22,4,1,0,None,0,Breakfast,Idli,Snack,48,1200,33.2,Sunny,1,451,23
2025-04-22,4,1,0,None,1,Lunch,Idli,Snack,13,325,33.2,Sunny,0,451,48
2025-04-22,4,1,0,None,2,Dinner,Idli,Snack,29,725,33.2,Sunny,1,451,13
2025-04-23,4,2,0,None,0,Breakfast,Idli,Snack,80,2000,23.18522025311176,Rainy,0,738,29
2025-04-23,4,2,0,None,1,Lunch,Idli,Snack,18,450,23.18522025311176,Rainy,0,738,80
2025-04-23,4,2,0,None,2,Dinner,Idli,Snack,49,1225,23.18522025311176,Rainy,0,738,18
2025-04-24,4,3,0,None,0,Breakfast,Idli,Snack,58,1450,21.9,Cloudy,0,560,49
2025-04-24,4,3,0,None,1,Lunch,Idli,Snack,20,500,21.9,Cloudy,0,560,58
2025-04-24,4,3,0,None,2,Dinner,Idli,Snack,34,850,21.9,Cloudy,0,560,20
2025-04-25,4,4,0,None,0,Breakfast,Idli,Snack,40,1000,32.2,Sunny,0,610,34
2025-04-25,4,4,0,None,1,Lunch,Idli,Snack,20,500,32.2,Sunny,0,610,40
2025-04-25,4,4,0,None,2,Dinner,Idli,Snack,35,875,32.2,Sunny,0,610,20
2025-04-26,4,5,1,None,0,Breakfast,Idli,Snack,52,1300,32.8,Cloudy,0,267,35
2025-04-26,4,5,1,None,1,Lunch,Idli,Snack,17,425,32.8,Cloudy,0,267,52
2025-04-26,4,5,1,None,2,Dinner,Idli,Snack,9,225,32.8,Cloudy,0,267,17
2025-04-27,4,6,1,None,0,Breakfast,Idli,Snack,36,900,26.5,Sunny,0,312,9
2025-04-27,4,6,1,None,1,Lunch,Idli,Snack,20,500,26.5,Sunny,0,312,36
2025-04-27,4,6,1,None,2,Dinner,Idli,Snack,10,250,26.5,Sunny,0,312,20
2025-04-28,4,0,0,None,0,Breakfast,Idli,Snack,76,1900,20.47718196347467,Rainy,0,533,10
2025-04-28,4,0,0,None,1,Lunch,Idli,Snack,23,575,20.47718196347467,Rainy,0,533,76
2025-04-28,4,0,0,None,2,Dinner,Idli,Snack,37,925,20.47718196347467,Rainy,0,533,23
2025-04-29,4,1,0,None,0,Breakfast,Idli,Snack,77,1925,32.0,Sunny,1,496,37
2025-04-29,4,1,0,None,1,Lunch,Idli,Snack,20,500,32.0,Sunny,0,496,77
2025-04-29,4,1,0,None,2,Dinner,Idli,Snack,19,475,32.0,Sunny,0,496,20
2025-04-30,4,2,0,None,0,Breakfast,Idli,Snack,39,975,23.54263854394312,Rainy,0,447,19
2025-04-30,4,2,0,None,1,Lunch,Idli,Snack,29,725,23.54263854394312,Rainy,0,447,39
2025-04-30,4,2,0,None,2,Dinner,Idli,Snack,19,475,23.54263854394312,Rainy,0,447,29
2025-05-01,5,3,0,None,0,Breakfast,Idli,Snack,42,1050,31.4,Sunny,0,358,19
2025-05-01,5,3,0,None,1,Lunch,Idli,Snack,23,575,31.4,Sunny,0,358,42
2025-05-01,5,3,0,None,2,Dinner,Idli,Snack,6,150,31.4,Sunny,0,358,23
2025-05-02,5,4,0,None,0,Breakfast,Idli,Snack,53,1325,23.8,Sunny,0,618,6
2025-05-02,5,4,0,None,1,Lunch,Idli,Snack,36,900,23.8,Sunny,0,618,53
2025-05-02,5,4,0,None,2,Dinner,Idli,Snack,14,350,23.8,Sunny,0,618,36
2025-05-03,5,5,1,None,0,Breakfast,Idli,Snack,27,675,24.1,Cloudy,0,205,14
2025-05-03,5,5,1,None,1,Lunch,Idli,Snack,4,100,24.1,Cloudy,0,205,27
2025-05-03,5,5,1,None,2,Dinner,Idli,Snack,9,225,24.1,Cloudy,0,205,4
2025-05-04,5,6,1,Sports Day,0,Breakfast,Idli,Snack,24,600,27.1,Cloudy,0,167,9
2025-05-04,5,6,1,Sports Day,1,Lunch,Idli,Snack,15,375,27.1,Cloudy,0,167,24
2025-05-04,5,6,1,Sports Day,2,Dinner,Idli,Snack,4,100,27.1,Cloudy,0,167,15
2025-05-05,5,0,0,None,0,Breakfast,Idli,Snack,38,950,31.1,Sunny,0,331,4
2025-05-05,5,0,0,None,1,Lunch,Idli,Snack,6,150,31.1,Sunny,0,331,38
2025-05-05,5,0,0,None,2,Dinner,Idli,Snack,12,300,31.1,Sunny,0,331,6
2025-05-06,5,1,0,None,0,Breakfast,Idli,Snack,34,850,34.8,Sunny,0,300,12
2025-05-06,5,1,0,None,1,Lunch,Idli,Snack,16,400,34.8,Sunny,0,300,34
2025-05-06,5,1,0,None,2,Dinner,Idli,Snack,6,150,34.8,Sunny,0,300,16
2025-05-07,5,2,0,None,0,Breakfast,Idli,Snack,63,1575,28.9,Cloudy,0,403,6
2025-05-07,5,2,0,None,1,Lunch,Idli,Snack,15,375,28.9,Cloudy,0,403,63
2025-05-07,5,2,0,None,2,Dinner,Idli,Snack,20,500,28.9,Cloudy,0,403,15
2025-05-08,5,3,0,None,0,Breakfast,Idli,Snack,25,625,26.1,Sunny,0,345,20
2025-05-08,5,3,0,None,1,Lunch,Idli,Snack,6,150,26.1,Sunny,0,345,25
2025-05-08,5,3,0,None,2,Dinner,Idli,Snack,9,225,26.1,Sunny,0,345,6
2025-05-09,5,4,0,None,0,Breakfast,Idli,Snack,36,900,25.3,Sunny,0,426,9
2025-05-09,5,4,0,None,1,Lunch,Idli,Snack,18,450,25.3,Sunny,0,426,36
2025-05-09,5,4,0,None,2,Dinner,Idli,Snack,6,150,25.3,Sunny,0,426,18
2025-05-10,5,5,1,Cultural Fest,0,Breakfast,Idli,Snack,23,575,27.3,Sunny,0,175,6
2025-05-10,5,5,1,Cultural Fest,1,Lunch,Idli,Snack,13,325,27.3,Sunny,0,175,23
2025-05-10,5,5,1,Cultural Fest,2,Dinner,Idli,Snack,11,275,27.3,Sunny,1,175,13
2025-05-11,5,6,1,None,0,Breakfast,Idli,Snack,13,325,29.0,Cloudy,0,192,11
2025-05-11,5,6,1,None,1,Lunch,Idli,Snack,7,175,29.0,Cloudy,0,192,13
2025-05-11,5,6,1,None,2,Dinner,Idli,Snack,12,300,29.0,Cloudy,0,192,7
2025-05-12,5,0,0,None,0,Breakfast,Idli,Snack,95,2375,20.4,Cloudy,1,494,12
2025-05-12,5,0,0,None,1,Lunch,Idli,Snack,14,350,20.4,Cloudy,0,494,95
2025-05-12,5,0,0,None,2,Dinner,Idli,Snack,31,775,20.4,Cloudy,0,494,14
2025-05-13,5,1,0,None,0,Breakfast,Idli,Snack,97,2425,25.031536271266614,Rainy,0,479,31
2025-05-13,5,1,0,None,1,Lunch,Idli,Snack,31,775,25.031536271266614,Rainy,0,479,97
2025-05-13,5,1,0,None,2,Dinner,Idli,Snack,16,400,25.031536271266614,Rainy,0,479,31
2025-05-14,5,2,0,None,0,Breakfast,Idli,Snack,52,1300,34.7,Sunny,0,293,16
2025-05-14,5,2,0,None,1,Lunch,Idli,Snack,11,275,34.7,Sunny,0,293,52
2025-05-14,5,2,0,None,2,Dinner,Idli,Snack,16,400,34.7,Sunny,0,293,11
2025-05-15,5,3,0,None,0,Breakfast,Idli,Snack,38,950,25.8,Sunny,0,333,16
2025-05-15,5,3,0,None,1,Lunch,Idli,Snack,6,150,25.8,Sunny,0,333,38
2025-05-15,5,3,0,None,2,Dinner,Idli,Snack,16,400,25.8,Sunny,0,333,6
2025-05-16,5,4,0,None,0,Breakfast,Idli,Snack,29,725,29.3,Sunny,0,325,16
2025-05-16,5,4,0,None,1,Lunch,Idli,Snack,11,275,29.3,Sunny,0,325,29
2025-05-16,5,4,0,None,2,Dinner,Idli,Snack,16,400,29.3,Sunny,0,325,11
2025-05-17,5,5,1,None,0,Breakfast,Idli,Snack,55,1375,30.6,Cloudy,0,295,16
2025-05-17,5,5,1,None,1,Lunch,Idli,Snack,17,425,30.6,Cloudy,0,295,55
2025-05-17,5,5,1,None,2,Dinner,Idli,Snack,7,175,30.6,Cloudy,0,295,17
2025-05-18,5,6,1,None,0,Breakfast,Idli,Snack,20,500,30.6,Sunny,0,255,7
2025-05-18,5,6,1,None,1,Lunch,Idli,Snack,5,125,30.6,Sunny,1,255,20
2025-05-18,5,6,1,None,2,Dinner,Idli,Snack,16,400,30.6,Sunny,0,255,5
2025-05-19,5,0,0,None,0,Breakfast,Idli,Snack,33,825,21.8,Sunny,0,314,16
2025-05-19,5,0,0,None,1,Lunch,Idli,Snack,13,325,21.8,Sunny,0,314,33
2025-05-19,5,0,0,None,2,Dinner,Idli,Snack,9,225,21.8,Sunny,0,314,13
2025-05-20,5,1,0,None,0,Breakfast,Idli,Snack,48,1200,31.9,Sunny,0,414,9
2025-05-20,5,1,0,None,1,Lunch,Idli,Snack,25,625,31.9,Sunny,0,414,48
2025-05-20,5,1,0,None,2,Dinner,Idli,Snack,23,575,31.9,Sunny,0,414,25
2025-05-21,5,2,0,None,0,Breakfast,Idli,Snack,26,650,23.7,Cloudy,0,307,23
2025-05-21,5,2,0,None,1,Lunch,Idli,Snack,13,325,23.7,Cloudy,1,307,26
2025-05-21,5,2,0,None,2,Dinner,Idli,Snack,8,200,23.7,Cloudy,0,307,13
2025-05-22,5,3,0,None,0,Breakfast,Idli,Snack,53,1325,27.7,Sunny,0,320,8
2025-05-22,5,3,0,None,1,Lunch,Idli,Snack,19,475,27.7,Sunny,1,320,53
2025-05-22,5,3,0,None,2,Dinner,Idli,Snack,5,125,27.7,Sunny,0,320,19
2025-05-23,5,4,0,None,0,Breakfast,Idli,Snack,46,1150,21.1,Sunny,0,280,5
2025-05-23,5,4,0,None,1,Lunch,Idli,Snack,17,425,21.1,Sunny,0,280,46
2025-05-23,5,4,0,None,2,Dinner,Idli,Snack,4,100,21.1,Sunny,0,280,17
2025-05-24,5,5,1,None,0,Breakfast,Idli,Snack,20,500,20.5,Sunny,0,120,4
2025-05-24,5,5,1,None,1,Lunch,Idli,Snack,6,150,20.5,Sunny,0,120,20
2025-05-24,5,5,1,None,2,Dinner,Idli,Snack,6,150,20.5,Sunny,0,120,6
2025-05-25,5,6,1,None,0,Breakfast,Idli,Snack,50,1250,33.4,Cloudy,1,353,6
2025-05-25,5,6,1,None,1,Lunch,Idli,Snack,11,275,33.4,Cloudy,0,353,50
2025-05-25,5,6,1,None,2,Dinner,Idli,Snack,16,400,33.4,Cloudy,0,353,11
2025-05-26,5,0,0,None,0,Breakfast,Idli,Snack,26,650,20.3,Sunny,0,266,16
2025-05-26,5,0,0,None,1,Lunch,Idli,Snack,12,300,20.3,Sunny,1,266,26
2025-05-26,5,0,0,None,2,Dinner,Idli,Snack,15,375,20.3,Sunny,1,266,12
2025-05-27,5,1,0,None,0,Breakfast,Idli,Snack,79,1975,21.3,Sunny,0,444,15
2025-05-27,5,1,0,None,1,Lunch,Idli,Snack,12,300,21.3,Sunny,1,444,79
2025-05-27,5,1,0,None,2,Dinner,Idli,Snack,28,700,21.3,Sunny,0,444,12
2025-05-28,5,2,0,None,0,Breakfast,Idli,Snack,63,1575,31.2,Sunny,1,592,28
2025-05-28,5,2,0,None,1,Lunch,Idli,Snack,11,275,31.2,Sunny,0,592,63
2025-05-28,5,2,0,None,2,Dinner,Idli,Snack,12,300,31.2,Sunny,0,592,11
2025-05-29,5,3,0,None,0,Breakfast,Idli,Snack,85,2125,20.6,Cloudy,0,419,12
2025-05-29,5,3,0,None,1,Lunch,Idli,Snack,15,375,20.6,Cloudy,0,419,85
2025-05-29,5,3,0,None,2,Dinner,Idli,Snack,17,425,20.6,Cloudy,0,419,15
2025-05-30,5,4,0,None,0,Breakfast,Idli,Snack,53,1325,33.7,Sunny,0,505,17
2025-05-30,5,4,0,None,1,Lunch,Idli,Snack,29,725,33.7,Sunny,0,505,53
2025-05-30,5,4,0,None,2,Dinner,Idli,Snack,28,700,33.7,Sunny,0,505,29
2025-05-31,5,5,1,None,0,Breakfast,Idli,Snack,11,275,32.1,Cloudy,0,173,28
2025-05-31,5,5,1,None,1,Lunch,Idli,Snack,9,225,32.1,Cloudy,0,173,11
2025-05-31,5,5,1,None,2,Dinner,Idli,Snack,7,175,32.1,Cloudy,0,173,9
2025-06-01,6,6,1,None,0,Breakfast,Idli,Snack,48,1200,31.027493829322832,Rainy,0,375,7
2025-06-01,6,6,1,None,1,Lunch,Idli,Snack,23,575,31.027493829322832,Rainy,1,375,48
2025-06-01,6,6,1,None,2,Dinner,Idli,Snack,25,625,31.027493829322832,Rainy,0,375,23
2025-06-02,6,0,0,None,0,Breakfast,Idli,Snack,116,2900,23.8,Cloudy,1,708,25
2025-06-02,6,0,0,None,1,Lunch,Idli,Snack,38,950,23.8,Cloudy,0,708,116
2025-06-02,6,0,0,None,2,Dinner,Idli,Snack,41,1025,23.8,Cloudy,0,708,38
2025-06-03,6,1,0,None,0,Breakfast,Idli,Snack,81,2025,29.6,Sunny,0,492,41
2025-06-03,6,1,0,None,1,Lunch,Idli,Snack,23,575,29.6,Sunny,0,492,81
2025-06-03,6,1,0,None,2,Dinner,Idli,Snack,10,250,29.6,Sunny,0,492,23
2025-06-04,6,2,0,None,0,Breakfast,Idli,Snack,127,3175,22.5,Sunny,0,694,10
2025-06-04,6,2,0,None,1,Lunch,Idli,Snack,14,350,22.5,Sunny,0,694,127
2025-06-04,6,2,0,None,2,Dinner,Idli,Snack,14,350,22.5,Sunny,0,694,14
2025-06-05,6,3,0,Sports Day,0,Breakfast,Idli,Snack,50,1250,28.0,Sunny,0,457,14
2025-06-05,6,3,0,Sports Day,1,Lunch,Idli,Snack,32,800,28.0,Sunny,0,457,50
2025-06-05,6,3,0,Sports Day,2,Dinner,Idli,Snack,33,825,28.0,Sunny,0,457,32
2025-06-06,6,4,0,None,0,Breakfast,Idli,Snack,64,1600,24.5,Cloudy,0,515,33
2025-06-06,6,4,0,None,1,Lunch,Idli,Snack,19,475,24.5,Cloudy,0,515,64
2025-06-06,6,4,0,None,2,Dinner,Idli,Snack,15,375,24.5,Cloudy,1,515,19
2025-06-07,6,5,1,None,0,Breakfast,Idli,Snack,70,1750,29.8,Cloudy,0,397,15
2025-06-07,6,5,1,None,1,Lunch,Idli,Snack,11,275,29.8,Cloudy,0,397,70
2025-06-07,6,5,1,None,2,Dinner,Idli,Snack,25,625,29.8,Cloudy,0,397,11
2025-06-08,6,6,1,None,0,Breakfast,Idli,Snack,35,875,21.7,Sunny,0,381,25
2025-06-08,6,6,1,None,1,Lunch,Idli,Snack,13,325,21.7,Sunny,0,381,35
2025-06-08,6,6,1,None,2,Dinner,Idli,Snack,7,175,21.7,Sunny,0,381,13
2025-06-09,6,0,0,None,0,Breakfast,Idli,Snack,78,1950,23.5,Sunny,0,618,7
2025-06-09,6,0,0,None,1,Lunch,Idli,Snack,35,875,23.5,Sunny,0,618,78
2025-06-09,6,0,0,None,2,Dinner,Idli,Snack,41,1025,23.5,Sunny,0,618,35
2025-06-10,6,1,0,None,0,Breakfast,Idli,Snack,79,1975,21.0,Sunny,0,778,41
2025-06-10,6,1,0,None,1,Lunch,Idli,Snack,18,450,21.0,Sunny,0,778,79
2025-06-10,6,1,0,None,2,Dinner,Idli,Snack,18,450,21.0,Sunny,0,778,18
2025-06-11,6,2,0,None,0,Breakfast,Idli,Snack,37,925,28.5,Cloudy,0,482,18
2025-06-11,6,2,0,None,1,Lunch,Idli,Snack,7,175,28.5,Cloudy,0,482,37
2025-06-11,6,2,0,None,2,Dinner,Idli,Snack,9,225,28.5,Cloudy,0,482,7
2025-06-12,6,3,0,None,0,Breakfast,Idli,Snack,48,1200,24.5,Sunny,0,420,9
2025-06-12,6,3,0,None,1,Lunch,Idli,Snack,8,200,24.5,Sunny,0,420,48
2025-06-12,6,3,0,None,2,Dinner,Idli,Snack,18,450,24.5,Sunny,0,420,8
2025-06-13,6,4,0,Sports Day,0,Breakfast,Idli,Snack,123,3075,25.8,Cloudy,0,716,18
2025-06-13,6,4,0,Sports Day,1,Lunch,Idli,Snack,21,525,25.8,Cloudy,0,716,123
2025-06-13,6,4,0,Sports Day,2,Dinner,Idli,Snack,43,1075,25.8,Cloudy,0,716,21
2025-06-14,6,5,1,None,0,Breakfast,Idli,Snack,17,425,34.8,Cloudy,0,216,43
2025-06-14,6,5,1,None,1,Lunch,Idli,Snack,7,175,34.8,Cloudy,0,216,17
2025-06-14,6,5,1,None,2,Dinner,Idli,Snack,15,375,34.8,Cloudy,1,216,7
2025-06-15,6,6,1,None,0,Breakfast,Idli,Snack,23,575,29.4,Sunny,0,339,15
2025-06-15,6,6,1,None,1,Lunch,Idli,Snack,10,250,29.4,Sunny,0,339,23
2025-06-15,6,6,1,None,2,Dinner,Idli,Snack,7,175,29.4,Sunny,0,339,10
2025-06-16,6,0,0,None,0,Breakfast,Idli,Snack,117,2925,26.058828916302442,Rainy,0,575,7
2025-06-16,6,0,0,None,1,Lunch,Idli,Snack,11,275,26.058828916302442,Rainy,0,575,117
2025-06-16,6,0,0,None,2,Dinner,Idli,Snack,30,750,26.058828916302442,Rainy,0,575,11
2025-06-17,6,1,0,Sports Day,0,Breakfast,Idli,Snack,128,3200,32.7,Cloudy,0,538,30
2025-06-17,6,1,0,Sports Day,1,Lunch,Idli,Snack,35,875,32.7,Cloudy,0,538,128
2025-06-17,6,1,0,Sports Day,2,Dinner,Idli,Snack,11,275,32.7,Cloudy,0,538,35
2025-06-18,6,2,0,None,0,Breakfast,Idli,Snack,143,3575,21.206711089457002,Rainy,0,739,11
2025-06-18,6,2,0,None,1,Lunch,Idli,Snack,55,1375,21.206711089457002,Rainy,0,739,143
2025-06-18,6,2,0,None,2,Dinner,Idli,Snack,44,1100,21.206711089457002,Rainy,0,739,55
2025-06-19,6,3,0,None,0,Breakfast,Idli,Snack,128,3200,23.520512429524018,Rainy,0,695,44
2025-06-19,6,3,0,None,1,Lunch,Idli,Snack,31,775,23.520512429524018,Rainy,0,695,128
2025-06-19,6,3,0,None,2,Dinner,Idli,Snack,32,800,23.520512429524018,Rainy,0,695,31
2025-06-20,6,4,0,None,0,Breakfast,Idli,Snack,111,2775,33.2,Sunny,0,553,32
2025-06-20,6,4,0,None,1,Lunch,Idli,Snack,31,775,33.2,Sunny,0,553,111
2025-06-20,6,4,0,None,2,Dinner,Idli,Snack,9,225,33.2,Sunny,0,553,31
2025-06-21,6,5,1,None,0,Breakfast,Idli,Snack,60,1500,25.0,Sunny,0,419,9
2025-06-21,6,5,1,None,1,Lunch,Idli,Snack,27,675,25.0,Sunny,0,419,60
2025-06-21,6,5,1,None,2,Dinner,Idli,Snack,7,175,25.0,Sunny,0,419,27
2025-06-22,6,6,1,None,0,Breakfast,Idli,Snack,31,775,30.8,Sunny,0,279,7
2025-06-22,6,6,1,None,1,Lunch,Idli,Snack,9,225,30.8,Sunny,0,279,31
2025-06-22,6,6,1,None,2,Dinner,Idli,Snack,13,325,30.8,Sunny,0,279,9
2025-06-23,6,0,0,None,0,Breakfast,Idli,Snack,138,3450,21.6,Sunny,0,770,13
2025-06-23,6,0,0,None,1,Lunch,Idli,Snack,45,1125,21.6,Sunny,0,770,138
2025-06-23,6,0,0,None,2,Dinner,Idli,Snack,32,800,21.6,Sunny,0,770,45
