date,building,energy_kwh,temp_c,humidity_pct,occupancy_estimate,weekday,holiday_flag,outside_temp_c,rainfall_mm,building_area_sqm,floor_count,equipment_factor,class_event_count
2024-04-23,Admin,117.68,30.4,59.1,40,1,0,22.7,1.7,1500,2,0.9,2
2024-04-23,Lab Block,234.01,34.4,77.2,240,1,0,22.7,1.7,2500,3,1.5,4
2024-04-24,Academic Block,148.36,32.2,89.8,100,2,0,19.0,11.7,3000,3,1.0,4
2024-04-24,Library,149.42,21.4,53.9,106,2,0,19.0,11.7,2000,2,1.2,1
2024-04-24,Hostel,118.04,33.3,83.8,39,2,0,19.0,11.7,5000,4,1.1,4
2024-04-24,Admin,156.29,21.0,81.1,126,2,0,19.0,11.7,1500,2,0.9,0
2024-04-24,Lab Block,182.47,26.1,52.8,170,2,0,19.0,11.7,2500,3,1.5,0
2024-04-25,Academic Block,124.36,22.7,38.7,58,3,0,31.3,4.4,3000,3,1.0,2
2024-04-25,Library,159.28,29.6,76.6,110,3,0,31.3,4.4,2000,2,1.2,4
2024-04-25,Hostel,152.71,33.2,65.3,87,3,0,31.3,4.4,5000,4,1.1,3
2024-04-25,Admin,126.05,20.9,87.0,51,3,0,31.3,4.4,1500,2,0.9,4
2024-04-25,Lab Block,212.88,25.8,81.7,208,3,0,31.3,4.4,2500,3,1.5,0
2024-04-26,Academic Block,95.33,30.3,31.7,21,4,0,31.2,16.4,3000,3,1.0,0
2024-04-26,Library,198.13,26.7,73.4,195,4,0,31.2,16.4,2000,2,1.2,1
2024-04-26,Hostel,157.84,32.8,76.7,103,4,0,31.2,16.4,5000,4,1.1,0
2024-04-26,Admin,104.13,29.5,82.0,13,4,0,31.2,16.4,1500,2,0.9,4
2024-04-26,Lab Block,201.41,29.2,52.1,198,4,0,31.2,16.4,2500,3,1.5,3
2024-04-27,Academic Block,108.48,23.3,70.9,21,5,1,20.7,18.1,3000,3,1.0,3
2024-04-27,Library,205.72,35.8,37.5,215,5,1,20.7,18.1,2000,2,1.2,1
2024-04-27,Hostel,130.71,35.0,46.6,77,5,1,20.7,18.1,5000,4,1.1,1
2024-04-27,Admin,197.94,37.9,87.0,200,5,1,20.7,18.1,1500,2,0.9,2
2024-04-27,Lab Block,166.18,26.5,82.4,142,5,1,20.7,18.1,2500,3,1.5,1
2024-04-28,Academic Block,116.61,29.1,68.8,37,6,1,22.0,18.5,3000,3,1.0,3
2024-04-28,Library,188.36,36.7,61.3,180,6,1,22.0,18.5,2000,2,1.2,3
2024-04-28,Hostel,131.69,26.9,67.4,74,6,1,22.0,18.5,5000,4,1.1,2
2024-04-28,Admin,98.07,30.2,44.5,42,6,1,22.0,18.5,1500,2,0.9,0
2024-04-28,Lab Block,171.14,24.5,35.5,153,6,1,22.0,18.5,2500,3,1.5,1
2024-04-29,Academic Block,149.48,35.4,72.5,94,0,0,27.3,10.1,3000,3,1.0,4
2024-04-29,Library,163.1,26.3,67.3,138,0,0,27.3,10.1,2000,2,1.2,1
2024-04-29,Hostel,207.81,20.6,56.8,206,0,0,27.3,10.1,5000,4,1.1,4
2024-04-29,Admin,196.48,33.1,87.9,195,0,0,27.3,10.1,1500,2,0.9,2
2024-04-29,Lab Block,196.5,31.5,70.3,189,0,0,27.3,10.1,2500,3,1.5,3
2024-04-30,Academic Block,181.73,23.2,60.7,164,1,0,20.6,19.4,3000,3,1.0,1
2024-04-30,Library,168.19,34.7,48.9,158,1,0,20.6,19.4,2000,2,1.2,1
2024-04-30,Hostel,196.54,36.0,84.9,166,1,0,20.6,19.4,5000,4,1.1,2
2024-04-30,Admin,172.75,31.7,52.3,149,1,0,20.6,19.4,1500,2,0.9,1
2024-04-30,Lab Block,199.71,28.5,51.2,200,1,0,20.6,19.4,2500,3,1.5,1
2024-05-01,Academic Block,107.73,38.0,65.4,16,2,0,26.0,5.4,3000,3,1.0,0
2024-05-01,Library,167.81,35.2,30.6,134,2,0,26.0,5.4,2000,2,1.2,3
2024-05-01,Hostel,194.19,36.1,71.1,189,2,0,26.0,5.4,5000,4,1.1,2
2024-05-01,Admin,115.85,33.3,74.5,30,2,0,26.0,5.4,1500,2,0.9,4
2024-05-01,Lab Block,121.89,36.7,63.1,40,2,0,26.0,5.4,2500,3,1.5,3
2024-05-02,Academic Block,163.61,20.9,60.7,146,3,0,21.9,17.5,3000,3,1.0,2
2024-05-02,Library,119.24,22.0,56.8,71,3,0,21.9,17.5,2000,2,1.2,2
2024-05-02,Hostel,149.55,22.1,52.5,131,3,0,21.9,17.5,5000,4,1.1,1
2024-05-02,Admin,178.33,27.7,72.9,140,3,0,21.9,17.5,1500,2,0.9,4
2024-05-02,Lab Block,109.47,31.7,32.6,21,3,0,21.9,17.5,2500,3,1.5,2
2024-05-03,Academic Block,127.74,27.1,67.0,48,4,0,34.6,19.0,3000,3,1.0,1
2024-05-03,Library,160.22,28.6,45.7,120,4,0,34.6,19.0,2000,2,1.2,3
2024-05-03,Hostel,221.3,33.0,88.2,230,4,0,34.6,19.0,5000,4,1.1,4
2024-05-03,Admin,142.36,33.0,47.3,79,4,0,34.6,19.0,1500,2,0.9,3
2024-05-03,Lab Block,134.18,24.9,44.1,91,4,0,34.6,19.0,2500,3,1.5,0
2024-05-04,Academic Block,125.24,33.5,60.9,64,5,1,29.4,9.8,3000,3,1.0,2
2024-05-04,Library,120.84,32.9,49.1,24,5,1,29.4,9.8,2000,2,1.2,4
2024-05-04,Hostel,152.82,22.8,39.9,129,5,1,29.4,9.8,5000,4,1.1,2
2024-05-04,Admin,171.22,28.5,89.9,119,5,1,29.4,9.8,1500,2,0.9,4
2024-05-04,Lab Block,123.7,32.5,42.3,40,5,1,29.4,9.8,2500,3,1.5,3
2024-05-05,Academic Block,158.35,26.5,83.8,102,6,1,29.0,20.0,3000,3,1.0,3
2024-05-05,Library,173.08,30.8,33.2,166,6,1,29.0,20.0,2000,2,1.2,4
2024-05-05,Hostel,184.44,26.7,74.7,154,6,1,29.0,20.0,5000,4,1.1,4
2024-05-05,Admin,195.35,25.2,77.8,178,6,1,29.0,20.0,1500,2,0.9,3
2024-05-05,Lab Block,167.6,29.4,47.1,148,6,1,29.0,20.0,2500,3,1.5,2
2024-05-06,Academic Block,119.13,32.1,71.2,40,0,0,20.8,3.7,3000,3,1.0,3
2024-05-06,Library,117.54,21.8,84.7,36,0,0,20.8,3.7,2000,2,1.2,3
2024-05-06,Hostel,155.91,30.6,41.6,135,0,0,20.8,3.7,5000,4,1.1,1
2024-05-06,Admin,112.36,24.1,44.7,22,0,0,20.8,3.7,1500,2,0.9,4
2024-05-06,Lab Block,198.97,26.7,64.4,180,0,0,20.8,3.7,2500,3,1.5,3
2024-05-07,Academic Block,109.26,25.3,58.9,44,1,0,26.7,2.9,3000,3,1.0,1
2024-05-07,Library,188.83,29.6,71.1,161,1,0,26.7,2.9,2000,2,1.2,2
2024-05-07,Hostel,202.94,35.7,58.2,213,1,0,26.7,2.9,5000,4,1.1,4
2024-05-07,Admin,117.91,20.1,52.8,61,1,0,26.7,2.9,1500,2,0.9,0
2024-05-07,Lab Block,212.91,24.3,64.1,215,1,0,26.7,2.9,2500,3,1.5,1
2024-05-08,Academic Block,176.23,30.8,42.2,146,2,0,28.5,13.3,3000,3,1.0,4
2024-05-08,Library,158.23,29.7,31.1,138,2,0,28.5,13.3,2000,2,1.2,3
2024-05-08,Hostel,151.34,35.0,71.0,121,2,0,28.5,13.3,5000,4,1.1,1
2024-05-08,Admin,133.04,26.2,79.4,49,2,0,28.5,13.3,1500,2,0.9,2
2024-05-08,Lab Block,208.3,37.0,40.2,206,2,0,28.5,13.3,2500,3,1.5,0
2024-05-09,Academic Block,127.11,20.6,69.6,64,3,0,22.5,19.7,3000,3,1.0,1
2024-05-09,Library,148.5,28.4,50.2,101,3,0,22.5,19.7,2000,2,1.2,4
2024-05-09,Hostel,163.79,23.3,66.1,128,3,0,22.5,19.7,5000,4,1.1,3
2024-05-09,Admin,134.44,31.0,60.7,85,3,0,22.5,19.7,1500,2,0.9,1
2024-05-09,Lab Block,140.86,37.8,75.0,45,3,0,22.5,19.7,2500,3,1.5,4
2024-05-10,Academic Block,142.99,29.7,46.7,79,4,0,33.3,4.2,3000,3,1.0,2
2024-05-10,Library,219.38,25.9,87.9,212,4,0,33.3,4.2,2000,2,1.2,3
2024-05-10,Hostel,203.27,33.2,40.5,210,4,0,33.3,4.2,5000,4,1.1,4
2024-05-10,Admin,165.89,27.6,59.2,138,4,0,33.3,4.2,1500,2,0.9,4
2024-05-10,Lab Block,202.0,22.9,53.9,201,4,0,33.3,4.2,2500,3,1.5,3
2024-05-11,Academic Block,123.53,36.2,72.5,34,5,1,32.8,13.9,3000,3,1.0,2
2024-05-11,Library,174.83,37.3,39.5,121,5,1,32.8,13.9,2000,2,1.2,4
2024-05-11,Hostel,166.29,27.5,42.7,149,5,1,32.8,13.9,5000,4,1.1,2
2024-05-11,Admin,107.04,27.7,50.5,30,5,1,32.8,13.9,1500,2,0.9,2
2024-05-11,Lab Block,195.74,27.8,30.2,192,5,1,32.8,13.9,2500,3,1.5,1
2024-05-12,Academic Block,174.87,36.7,31.5,166,6,1,22.3,17.6,3000,3,1.0,0
2024-05-12,Library,184.62,29.4,53.4,184,6,1,22.3,17.6,2000,2,1.2,2
2024-05-12,Hostel,113.84,31.2,35.6,41,6,1,22.3,17.6,5000,4,1.1,2
2024-05-12,Admin,190.7,30.4,55.6,189,6,1,22.3,17.6,1500,2,0.9,2
2024-05-12,Lab Block,114.31,22.1,60.7,34,6,1,22.3,17.6,2500,3,1.5,1
2024-05-13,Academic Block,237.61,23.7,81.7,247,0,0,31.2,15.0,3000,3,1.0,4
2024-05-13,Library,182.84,21.3,59.2,180,0,0,31.2,15.0,2000,2,1.2,0
2024-05-13,Hostel,107.56,26.4,80.2,40,0,0,31.2,15.0,5000,4,1.1,0
2024-05-13,Admin,206.59,37.7,34.5,230,0,0,31.2,15.0,1500,2,0.9,1
2024-05-13,Lab Block,126.44,24.5,70.6,32,0,0,31.2,15.0,2500,3,1.5,2
2024-05-14,Academic Block,172.46,31.4,30.1,145,1,0,20.0,7.2,3000,3,1.0,3
2024-05-14,Library,148.77,32.2,53.3,87,1,0,20.0,7.2,2000,2,1.2,2
2024-05-14,Hostel,97.16,23.4,61.9,16,1,0,20.0,7.2,5000,4,1.1,2
2024-05-14,Admin,113.55,29.8,88.3,46,1,0,20.0,7.2,1500,2,0.9,2
2024-05-14,Lab Block,101.86,25.2,53.9,16,1,0,20.0,7.2,2500,3,1.5,2
2024-05-15,Academic Block,120.81,24.1,43.0,68,2,0,24.5,15.7,3000,3,1.0,1
2024-05-15,Library,157.63,37.1,51.4,118,2,0,24.5,15.7,2000,2,1.2,1
2024-05-15,Hostel,131.63,21.0,35.1,100,2,0,24.5,15.7,5000,4,1.1,2
2024-05-15,Admin,161.47,25.9,64.7,120,2,0,24.5,15.7,1500,2,0.9,3
2024-05-15,Lab Block,129.07,33.2,86.0,16,2,0,24.5,15.7,2500,3,1.5,4
2024-05-16,Academic Block,149.58,22.1,35.1,116,3,0,30.4,14.1,3000,3,1.0,1
2024-05-16,Library,97.69,21.5,51.3,15,3,0,30.4,14.1,2000,2,1.2,2
2024-05-16,Hostel,144.52,23.1,38.3,92,3,0,30.4,14.1,5000,4,1.1,1
2024-05-16,Admin,208.55,32.9,36.2,235,3,0,30.4,14.1,1500,2,0.9,1
2024-05-16,Lab Block,145.47,36.6,44.8,103,3,0,30.4,14.1,2500,3,1.5,0
2024-05-17,Academic Block,199.92,20.9,69.6,196,4,0,20.4,18.0,3000,3,1.0,3
2024-05-17,Library,122.79,34.9,83.6,48,4,0,20.4,18.0,2000,2,1.2,3
2024-05-17,Hostel,166.15,29.1,46.3,172,4,0,20.4,18.0,5000,4,1.1,0
2024-05-17,Admin,97.19,22.3,33.7,32,4,0,20.4,18.0,1500,2,0.9,1
2024-05-17,Lab Block,125.0,26.1,41.5,41,4,0,20.4,18.0,2500,3,1.5,2
2024-05-18,Academic Block,192.59,21.5,46.4,214,5,1,16.8,5.2,3000,3,1.0,1
2024-05-18,Library,198.8,27.9,40.4,205,5,1,16.8,5.2,2000,2,1.2,3
2024-05-18,Hostel,92.12,27.0,33.4,11,5,1,16.8,5.2,5000,4,1.1,2
2024-05-18,Admin,156.4,30.6,83.1,89,5,1,16.8,5.2,1500,2,0.9,4
2024-05-18,Lab Block,195.02,24.8,75.3,204,5,1,16.8,5.2,2500,3,1.5,1
2024-05-19,Academic Block,148.99,32.3,36.3,111,6,1,31.2,18.0,3000,3,1.0,1
2024-05-19,Library,187.01,25.1,89.5,172,6,1,31.2,18.0,2000,2,1.2,3
2024-05-19,Hostel,150.83,22.0,52.7,118,6,1,31.2,18.0,5000,4,1.1,3
2024-05-19,Admin,170.59,33.9,38.1,144,6,1,31.2,18.0,1500,2,0.9,2
2024-05-19,Lab Block,212.41,22.4,65.9,228,6,1,31.2,18.0,2500,3,1.5,0
2024-05-20,Academic Block,204.43,37.7,40.9,239,0,0,25.2,16.8,3000,3,1.0,1
2024-05-20,Library,102.78,20.8,46.8,19,0,0,25.2,16.8,2000,2,1.2,2
2024-05-20,Hostel,181.33,24.8,38.0,181,0,0,25.2,16.8,5000,4,1.1,3
2024-05-20,Admin,212.83,25.5,81.5,209,0,0,25.2,16.8,1500,2,0.9,4
2024-05-20,Lab Block,121.84,35.6,31.2,54,0,0,25.2,16.8,2500,3,1.5,4
2024-05-21,Academic Block,230.11,28.4,81.0,235,1,0,23.8,17.8,3000,3,1.0,4
2024-05-21,Library,193.88,27.7,77.4,174,1,0,23.8,17.8,2000,2,1.2,3
2024-05-21,Hostel,212.26,34.5,41.5,228,1,0,23.8,17.8,5000,4,1.1,0
2024-05-21,Admin,199.45,35.8,32.8,228,1,0,23.8,17.8,1500,2,0.9,3
2024-05-21,Lab Block,133.5,37.9,74.7,54,1,0,23.8,17.8,2500,3,1.5,4
2024-05-22,Academic Block,190.89,33.9,68.3,188,2,0,17.1,10.3,3000,3,1.0,4
2024-05-22,Library,135.43,31.9,53.5,76,2,0,17.1,10.3,2000,2,1.2,4
2024-05-22,Hostel,180.54,36.2,74.5,184,2,0,17.1,10.3,5000,4,1.1,1
2024-05-22,Admin,206.13,37.1,71.0,219,2,0,17.1,10.3,1500,2,0.9,0
2024-05-22,Lab Block,133.53,29.6,53.1,101,2,0,17.1,10.3,2500,3,1.5,0
2024-05-23,Academic Block,164.01,34.1,36.7,139,3,0,19.4,2.1,3000,3,1.0,4
2024-05-23,Library,151.73,21.3,78.8,105,3,0,19.4,2.1,2000,2,1.2,2
2024-05-23,Hostel,142.17,29.1,33.6,74,3,0,19.4,2.1,5000,4,1.1,4
2024-05-23,Admin,192.13,21.8,60.4,216,3,0,19.4,2.1,1500,2,0.9,1
2024-05-23,Lab Block,213.91,24.7,83.4,212,3,0,19.4,2.1,2500,3,1.5,3
2024-05-24,Academic Block,233.65,37.9,78.2,232,4,0,29.8,15.8,3000,3,1.0,4
2024-05-24,Library,177.84,36.3,88.4,121,4,0,29.8,15.8,2000,2,1.2,4
2024-05-24,Hostel,182.32,21.4,49.1,165,4,0,29.8,15.8,5000,4,1.1,1
2024-05-24,Admin,196.09,26.1,72.8,222,4,0,29.8,15.8,1500,2,0.9,0
2024-05-24,Lab Block,168.33,30.1,69.7,135,4,0,29.8,15.8,2500,3,1.5,2
2024-05-25,Academic Block,194.46,23.7,43.1,214,5,1,28.8,0.7,3000,3,1.0,2
2024-05-25,Library,201.22,30.8,87.9,208,5,1,28.8,0.7,2000,2,1.2,1
2024-05-25,Hostel,134.54,21.2,60.2,56,5,1,28.8,0.7,5000,4,1.1,3
2024-05-25,Admin,143.25,37.1,34.2,101,5,1,28.8,0.7,1500,2,0.9,2
2024-05-25,Lab Block,122.42,30.7,86.8,22,5,1,28.8,0.7,2500,3,1.5,1
2024-05-26,Academic Block,118.84,30.8,70.7,35,6,1,27.7,9.9,3000,3,1.0,0
2024-05-26,Library,124.1,31.7,57.5,36,6,1,27.7,9.9,2000,2,1.2,2
2024-05-26,Hostel,156.09,29.0,72.1,103,6,1,27.7,9.9,5000,4,1.1,3
2024-05-26,Admin,110.73,26.0,57.7,33,6,1,27.7,9.9,1500,2,0.9,2
2024-05-26,Lab Block,225.8,27.4,84.5,225,6,1,27.7,9.9,2500,3,1.5,4
2024-05-27,Academic Block,114.26,21.3,47.1,69,0,0,18.7,13.9,3000,3,1.0,0
2024-05-27,Library,173.56,20.9,79.9,147,0,0,18.7,13.9,2000,2,1.2,0
2024-05-27,Hostel,215.18,29.4,88.6,206,0,0,18.7,13.9,5000,4,1.1,4
2024-05-27,Admin,168.31,23.1,59.6,149,0,0,18.7,13.9,1500,2,0.9,2
2024-05-27,Lab Block,210.4,30.8,85.5,216,0,0,18.7,13.9,2500,3,1.5,1
2024-05-28,Academic Block,178.71,21.0,44.0,183,1,0,32.7,1.6,3000,3,1.0,2
2024-05-28,Library,139.64,23.4,57.5,94,1,0,32.7,1.6,2000,2,1.2,2
2024-05-28,Hostel,217.7,25.4,66.8,231,1,0,32.7,1.6,5000,4,1.1,2
2024-05-28,Admin,158.38,27.1,61.5,132,1,0,32.7,1.6,1500,2,0.9,1
2024-05-28,Lab Block,169.08,28.4,42.5,147,1,0,32.7,1.6,2500,3,1.5,4
2024-05-29,Academic Block,192.19,22.4,82.2,191,2,0,18.0,7.7,3000,3,1.0,2
2024-05-29,Library,108.88,27.9,54.9,29,2,0,18.0,7.7,2000,2,1.2,3
2024-05-29,Hostel,129.99,35.5,48.6,51,2,0,18.0,7.7,5000,4,1.1,4
2024-05-29,Admin,166.64,20.7,33.1,154,2,0,18.0,7.7,1500,2,0.9,3
2024-05-29,Lab Block,162.83,32.0,52.3,132,2,0,18.0,7.7,2500,3,1.5,1
2024-05-30,Academic Block,215.98,37.2,33.6,249,3,0,17.1,15.9,3000,3,1.0,2
2024-05-30,Library,216.25,22.6,82.1,236,3,0,17.1,15.9,2000,2,1.2,0
2024-05-30,Hostel,107.56,32.1,65.9,32,3,0,17.1,15.9,5000,4,1.1,2
2024-05-30,Admin,98.53,20.9,44.4,16,3,0,17.1,15.9,1500,2,0.9,1
2024-05-30,Lab Block,116.63,26.6,75.3,32,3,0,17.1,15.9,2500,3,1.5,1
2024-05-31,Academic Block,148.76,36.5,34.8,112,4,0,17.4,0.0,3000,3,1.0,3
2024-05-31,Library,139.51,24.1,34.2,92,4,0,17.4,0.0,2000,2,1.2,0
2024-05-31,Hostel,177.34,33.3,49.6,160,4,0,17.4,0.0,5000,4,1.1,1
2024-05-31,Admin,105.49,25.1,30.9,20,4,0,17.4,0.0,1500,2,0.9,3
2024-05-31,Lab Block,138.89,35.1,47.7,98,4,0,17.4,0.0,2500,3,1.5,1
2024-06-01,Academic Block,162.88,22.8,47.5,136,5,1,28.4,8.2,3000,3,1.0,4
2024-06-01,Library,183.27,35.0,52.9,168,5,1,28.4,8.2,2000,2,1.2,3
2024-06-01,Hostel,166.27,27.9,66.9,134,5,1,28.4,8.2,5000,4,1.1,2
2024-06-01,Admin,173.42,26.9,66.3,155,5,1,28.4,8.2,1500,2,0.9,1
2024-06-01,Lab Block,170.44,36.6,67.7,129,5,1,28.4,8.2,2500,3,1.5,1
2024-06-02,Academic Block,111.83,21.6,43.8,16,6,1,21.6,10.6,3000,3,1.0,4
2024-06-02,Library,124.16,34.2,46.4,62,6,1,21.6,10.6,2000,2,1.2,2
2024-06-02,Hostel,117.48,35.2,31.6,23,6,1,21.6,10.6,5000,4,1.1,4
2024-06-02,Admin,166.05,31.5,43.6,134,6,1,21.6,10.6,1500,2,0.9,2
2024-06-02,Lab Block,120.69,36.1,45.4,23,6,1,21.6,10.6,2500,3,1.5,3
2024-06-03,Academic Block,154.91,29.3,84.7,128,0,0,30.4,16.3,3000,3,1.0,0
2024-06-03,Library,119.09,32.8,62.4,21,0,0,30.4,16.3,2000,2,1.2,2
2024-06-03,Hostel,144.29,25.3,69.3,81,0,0,30.4,16.3,5000,4,1.1,3
2024-06-03,Admin,148.86,32.9,52.1,101,0,0,30.4,16.3,1500,2,0.9,0
2024-06-03,Lab Block,144.18,25.8,45.1,101,0,0,30.4,16.3,2500,3,1.5,3
2024-06-04,Academic Block,101.7,33.5,46.7,10,1,0,22.1,17.8,3000,3,1.0,2
2024-06-04,Library,127.55,27.5,60.2,67,1,0,22.1,17.8,2000,2,1.2,3
2024-06-04,Hostel,96.31,25.1,37.3,18,1,0,22.1,17.8,5000,4,1.1,0
2024-06-04,Admin,188.67,23.9,69.1,200,1,0,22.1,17.8,1500,2,0.9,1
2024-06-04,Lab Block,190.24,34.4,50.9,198,1,0,22.1,17.8,2500,3,1.5,2
2024-06-05,Academic Block,203.02,37.7,46.9,239,2,0,26.0,19.4,3000,3,1.0,0
2024-06-05,Library,138.81,35.7,64.1,98,2,0,26.0,19.4,2000,2,1.2,0
2024-06-05,Hostel,129.69,20.1,86.5,73,2,0,26.0,19.4,5000,4,1.1,3
2024-06-05,Admin,161.4,30.8,44.0,127,2,0,26.0,19.4,1500,2,0.9,1
2024-06-05,Lab Block,202.18,22.1,66.1,207,2,0,26.0,19.4,2500,3,1.5,4
2024-06-06,Academic Block,125.64,34.1,37.9,52,3,0,24.0,18.8,3000,3,1.0,1
2024-06-06,Library,208.24,29.2,30.2,236,3,0,24.0,18.8,2000,2,1.2,2
2024-06-06,Hostel,118.27,34.2,56.3,27,3,0,24.0,18.8,5000,4,1.1,4
2024-06-06,Admin,153.52,35.4,48.5,104,3,0,24.0,18.8,1500,2,0.9,1
2024-06-06,Lab Block,174.81,26.5,36.0,179,3,0,24.0,18.8,2500,3,1.5,0
2024-06-07,Academic Block,90.88,35.2,48.8,12,4,0,18.6,13.0,3000,3,1.0,2
2024-06-07,Library,111.6,24.9,81.7,23,4,0,18.6,13.0,2000,2,1.2,3
2024-06-07,Hostel,124.38,22.1,55.0,61,4,0,18.6,13.0,5000,4,1.1,2
2024-06-07,Admin,104.75,33.3,50.9,26,4,0,18.6,13.0,1500,2,0.9,1
2024-06-07,Lab Block,116.82,22.0,51.7,51,4,0,18.6,13.0,2500,3,1.5,2
2024-06-08,Academic Block,103.68,33.0,51.6,28,5,1,28.1,4.9,3000,3,1.0,2
2024-06-08,Library,221.25,26.5,57.8,240,5,1,28.1,4.9,2000,2,1.2,4
2024-06-08,Hostel,164.86,28.0,89.3,117,5,1,28.1,4.9,5000,4,1.1,1
2024-06-08,Admin,128.42,29.9,54.8,42,5,1,28.1,4.9,1500,2,0.9,4
2024-06-08,Lab Block,233.23,28.4,81.9,238,5,1,28.1,4.9,2500,3,1.5,4
2024-06-09,Academic Block,100.56,30.3,58.8,13,6,1,21.7,7.7,3000,3,1.0,3
2024-06-09,Library,112.92,31.1,60.3,28,6,1,21.7,7.7,2000,2,1.2,1
2024-06-09,Hostel,135.37,23.9,70.6,73,6,1,21.7,7.7,5000,4,1.1,3
2024-06-09,Admin,206.98,36.6,81.6,205,6,1,21.7,7.7,1500,2,0.9,2
2024-06-09,Lab Block,174.33,32.2,67.5,147,6,1,21.7,7.7,2500,3,1.5,4
2024-06-10,Academic Block,128.44,28.0,61.4,75,0,0,25.9,7.7,3000,3,1.0,1
2024-06-10,Library,136.64,21.1,88.8,81,0,0,25.9,7.7,2000,2,1.2,2
2024-06-10,Hostel,193.15,36.0,59.0,186,0,0,25.9,7.7,5000,4,1.1,3
2024-06-10,Admin,96.32,22.1,42.0,13,0,0,25.9,7.7,1500,2,0.9,1
2024-06-10,Lab Block,197.41,30.5,80.6,176,0,0,25.9,7.7,2500,3,1.5,1
2024-06-11,Academic Block,99.7,28.1,37.0,25,1,0,21.3,15.7,3000,3,1.0,3
2024-06-11,Library,143.06,21.8,36.6,87,1,0,21.3,15.7,2000,2,1.2,3
2024-06-11,Hostel,119.61,36.7,81.2,11,1,0,21.3,15.7,5000,4,1.1,4
2024-06-11,Admin,218.16,34.1,37.9,245,1,0,21.3,15.7,1500,2,0.9,4
2024-06-11,Lab Block,140.81,36.2,71.7,82,1,0,21.3,15.7,2500,3,1.5,3
2024-06-12,Academic Block,174.04,21.4,53.2,160,2,0,15.8,19.5,3000,3,1.0,1
2024-06-12,Library,111.81,24.6,31.7,18,2,0,15.8,19.5,2000,2,1.2,4
2024-06-12,Hostel,156.45,31.7,66.4,137,2,0,15.8,19.5,5000,4,1.1,0
2024-06-12,Admin,122.72,36.4,88.1,52,2,0,15.8,19.5,1500,2,0.9,2
2024-06-12,Lab Block,135.2,33.9,37.9,72,2,0,15.8,19.5,2500,3,1.5,2
2024-06-13,Academic Block,176.69,25.2,37.6,164,3,0,33.3,10.6,3000,3,1.0,4
2024-06-13,Library,104.67,32.8,40.7,30,3,0,33.3,10.6,2000,2,1.2,2
2024-06-13,Hostel,111.39,26.0,31.1,46,3,0,33.3,10.6,5000,4,1.1,2
2024-06-13,Admin,188.51,29.5,52.0,177,3,0,33.3,10.6,1500,2,0.9,1
2024-06-13,Lab Block,164.95,20.7,30.2,152,3,0,33.3,10.6,2500,3,1.5,0
2024-06-14,Academic Block,216.18,27.4,76.4,228,4,0,15.9,11.2,3000,3,1.0,3
2024-06-14,Library,98.07,21.8,38.0,39,4,0,15.9,11.2,2000,2,1.2,1
2024-06-14,Hostel,159.7,30.7,47.7,117,4,0,15.9,11.2,5000,4,1.1,4
2024-06-14,Admin,142.79,26.1,51.7,93,4,0,15.9,11.2,1500,2,0.9,3
2024-06-14,Lab Block,178.44,22.9,30.8,149,4,0,15.9,11.2,2500,3,1.5,4
2024-06-15,Academic Block,158.25,32.1,59.8,125,5,1,27.2,15.7,3000,3,1.0,4
2024-06-15,Library,170.14,32.4,54.1,127,5,1,27.2,15.7,2000,2,1.2,2
2024-06-15,Hostel,212.45,26.2,52.5,234,5,1,27.2,15.7,5000,4,1.1,2
2024-06-15,Admin,115.95,29.6,81.6,29,5,1,27.2,15.7,1500,2,0.9,1
2024-06-15,Lab Block,203.8,21.5,40.7,228,5,1,27.2,15.7,2500,3,1.5,0
2024-06-16,Academic Block,208.98,35.3,48.9,217,6,1,34.3,19.4,3000,3,1.0,1
2024-06-16,Library,160.97,27.1,72.1,121,6,1,34.3,19.4,2000,2,1.2,4
2024-06-16,Hostel,133.21,34.9,68.7,46,6,1,34.3,19.4,5000,4,1.1,1
2024-06-16,Admin,133.14,35.2,84.5,74,6,1,34.3,19.4,1500,2,0.9,0
2024-06-16,Lab Block,175.94,37.6,56.2,160,6,1,34.3,19.4,2500,3,1.5,1
2024-06-17,Academic Block,126.59,34.4,86.0,26,0,0,20.5,4.1,3000,3,1.0,3
2024-06-17,Library,141.0,37.1,86.6,54,0,0,20.5,4.1,2000,2,1.2,4
2024-06-17,Hostel,120.25,35.2,66.0,36,0,0,20.5,4.1,5000,4,1.1,4
2024-06-17,Admin,132.73,37.5,51.1,86,0,0,20.5,4.1,1500,2,0.9,3
2024-06-17,Lab Block,109.08,26.0,51.1,38,0,0,20.5,4.1,2500,3,1.5,0
2024-06-18,Academic Block,177.27,20.7,49.8,169,1,0,30.3,1.6,3000,3,1.0,2
2024-06-18,Library,135.26,27.5,78.8,61,1,0,30.3,1.6,2000,2,1.2,1
2024-06-18,Hostel,149.06,34.6,38.3,120,1,0,30.3,1.6,5000,4,1.1,1
2024-06-18,Admin,169.89,23.0,74.1,165,1,0,30.3,1.6,1500,2,0.9,1
2024-06-18,Lab Block,134.95,23.3,61.7,80,1,0,30.3,1.6,2500,3,1.5,0
2024-06-19,Academic Block,143.87,21.4,54.1,106,2,0,27.5,7.5,3000,3,1.0,3
2024-06-19,Library,102.19,35.3,39.1,35,2,0,27.5,7.5,2000,2,1.2,0
2024-06-19,Hostel,105.57,27.3,32.4,34,2,0,27.5,7.5,5000,4,1.1,1
